RowNo,"P1_rph","P2_unique_dns_req","P3_domain_rph","P4_avg_rpm","P5_high_req","P6_mx","P7_ptr","P8_dnsserver","P9_TDL","P10_SDL","P11_unique_ratio","P12_nx","P13_flow_ratio","P14_dnsrph","P15_len","P16_IRC_ratio","P17_domain_length","P18_SMB_ratio","P19_TLS_ratio","P20_SSH_ratio","P21_MQTT_ratio","P22_TFTP_ratio","P23_NBNS_ratio","P24_TCP_ratio","P25_DCERPC_ratio","P26_ICMP_ratio","P27_DHCP_ratio","P28_UNIQUEDST_count","P29_DST_count",ReqTime,"ip_src"
712,179,2,178,3,1,0,179,0,2,2,"0.0111731843575419",0,1,179,"72.96648044692738",0,"26.966480446927374",0,0,0,0,0,0,0,0,0,0,1,179,1350100800,"158.65.110.38"
713,130,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,2,130,1349949600,"158.65.110.39"
714,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349953200,"158.65.110.39"
715,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349956800,"158.65.110.39"
716,253,3,8,1,1,0,13,0,3,3,"0.25",0,"0.05138339920948617",13,"145.4901185770751",0,"25.583333333333332",0,0,0,0,0,0,0,0,0,0,3,253,1349960400,"158.65.110.39"
717,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349964000,"158.65.110.39"
718,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349967600,"158.65.110.39"
719,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349971200,"158.65.110.39"
720,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349974800,"158.65.110.39"
721,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349978400,"158.65.110.39"
722,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349982000,"158.65.110.39"
723,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349985600,"158.65.110.39"
724,240,1,1,1,1,0,2,0,1,1,1,0,"0.008333333333333333",2,"148.82916666666668",0,21,0,0,0,0,0,0,0,0,0,0,3,240,1349989200,"158.65.110.39"
725,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.90204081632652",0,"25.5",0,0,0,0,0,0,0,0,0,0,3,245,1349992800,"158.65.110.39"
726,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1349996400,"158.65.110.39"
727,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350000000,"158.65.110.39"
728,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350003600,"158.65.110.39"
729,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350007200,"158.65.110.39"
730,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350010800,"158.65.110.39"
731,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.90204081632652",0,"25.5",0,0,0,0,0,0,0,0,0,0,3,245,1350014400,"158.65.110.39"
732,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350018000,"158.65.110.39"
733,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350021600,"158.65.110.39"
734,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350025200,"158.65.110.39"
735,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350028800,"158.65.110.39"
736,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350032400,"158.65.110.39"
737,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.88979591836735",0,"24.75",0,0,0,0,0,0,0,0,0,0,3,245,1350036000,"158.65.110.39"
738,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350039600,"158.65.110.39"
739,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350043200,"158.65.110.39"
740,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350046800,"158.65.110.39"
741,240,1,1,1,1,0,2,0,1,1,1,0,"0.008333333333333333",2,"148.82916666666668",0,21,0,0,0,0,0,0,0,0,0,0,3,240,1350050400,"158.65.110.39"
742,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350054000,"158.65.110.39"
743,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350057600,"158.65.110.39"
744,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.88979591836735",0,"24.75",0,0,0,0,0,0,0,0,0,0,3,245,1350061200,"158.65.110.39"
745,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350064800,"158.65.110.39"
746,243,1,1,1,1,0,2,0,1,1,1,0,"0.00823045267489712",2,"148.8312757201646",0,21,0,0,0,0,0,0,0,0,0,0,3,243,1350068400,"158.65.110.39"
747,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350072000,"158.65.110.39"
748,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350075600,"158.65.110.39"
749,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350079200,"158.65.110.39"
750,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.90204081632652",0,"25.5",0,0,0,0,0,0,0,0,0,0,3,245,1350082800,"158.65.110.39"
751,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350086400,"158.65.110.39"
752,245,2,3,1,1,0,5,0,2,2,"0.5",0,"0.02040816326530612",5,"147.88979591836735",0,"24.75",0,0,0,0,0,0,0,0,0,0,3,245,1350090000,"158.65.110.39"
753,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350093600,"158.65.110.39"
754,242,1,1,1,1,0,2,0,1,1,1,0,"0.008264462809917356",2,"148.8305785123967",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350097200,"158.65.110.39"
755,409,2,168,3,1,0,169,0,2,2,"0.011834319526627219",0,"0.4132029339853301",169,"117.58190709046455",0,"26.964497041420117",0,0,0,0,0,0,0,0,0,0,3,409,1350100800,"158.65.110.39"
756,242,1,1,1,1,0,1,0,1,1,1,0,"0.004132231404958678",1,"148.6611570247934",0,21,0,0,0,0,0,0,0,0,0,0,3,242,1350104400,"158.65.110.39"
757,241,1,1,1,1,0,1,0,1,1,1,0,"0.004149377593360996",1,"148.6597510373444",0,21,0,0,0,0,0,0,0,0,0,0,3,241,1350108000,"158.65.110.39"
758,244,2,3,1,1,0,4,0,2,2,"0.5",0,"0.01639344262295082",4,"147.7295081967213",0,"25.5",0,0,0,0,0,0,0,0,0,0,3,244,1350111600,"158.65.110.39"
759,239,1,1,1,1,0,1,0,1,1,1,0,"0.0041841004184100415",1,"148.65690376569037",0,21,0,0,0,0,0,0,0,0,0,0,3,239,1350115200,"158.65.110.39"
760,199,1,1,1,1,0,1,0,1,1,1,0,"0.005025125628140704",1,"148.58793969849245",0,21,0,0,0,0,0,0,0,0,0,0,3,199,1350118800,"158.65.110.39"
761,194,3,3,4,1,0,194,0,3,3,"0.015463917525773196",0,1,194,"72.96907216494846",0,"26.969072164948454",0,0,0,0,0,0,0,0,0,0,1,194,1350100800,"158.65.110.40"
762,525,0,0,0,0,0,0,0,0,0,0,0,0,0,"109.36",0,0,0,0,0,0,0,0,"0.9752380952380952",0,0,0,1,525,1350086400,"158.65.113.201"
763,462,0,0,8,1,19,0,0,0,0,0,0,1,462,"167.2922077922078",0,0,0,0,0,0,0,0,0,0,0,0,1,462,1349949600,"158.65.12.103"
764,868,0,0,15,1,27,0,0,0,0,0,0,1,868,"169.22235023041475",0,0,0,0,0,0,0,0,0,0,0,0,1,868,1349953200,"158.65.12.103"
765,852,0,0,15,1,25,0,0,0,0,0,0,1,852,"167.03521126760563",0,0,0,0,0,0,0,0,0,0,0,0,1,852,1349956800,"158.65.12.103"
766,850,0,0,15,1,24,0,0,0,0,0,0,1,850,"167.53764705882352",0,0,0,0,0,0,0,0,0,0,0,0,1,850,1349960400,"158.65.12.103"
767,840,0,0,14,1,21,0,0,0,0,0,0,1,840,"168.41309523809525",0,0,0,0,0,0,0,0,0,0,0,0,1,840,1349964000,"158.65.12.103"
768,865,0,0,15,1,24,1,0,0,0,0,0,1,865,"167.96531791907515",0,0,0,0,0,0,0,0,0,0,0,0,1,865,1349967600,"158.65.12.103"
769,846,0,0,15,1,21,0,0,0,0,0,0,1,846,"166.71394799054374",0,0,0,0,0,0,0,0,0,0,0,0,1,846,1349971200,"158.65.12.103"
770,848,0,0,15,1,24,0,0,0,0,0,0,1,848,"168.07900943396226",0,0,0,0,0,0,0,0,0,0,0,0,1,848,1349974800,"158.65.12.103"
771,835,0,0,14,1,25,0,0,0,0,0,0,1,835,"168.53293413173654",0,0,0,0,0,0,0,0,0,0,0,0,1,835,1349978400,"158.65.12.103"
772,872,0,0,15,1,30,0,0,0,0,0,0,1,872,"170.23050458715596",0,0,0,0,0,0,0,0,0,0,0,0,1,872,1349982000,"158.65.12.103"
773,877,0,0,15,1,26,1,0,0,0,0,0,1,877,"168.0102622576967",0,0,0,0,0,0,0,0,0,0,0,0,1,877,1349985600,"158.65.12.103"
774,852,0,0,15,1,21,0,0,0,0,0,0,1,852,"168.26760563380282",0,0,0,0,0,0,0,0,0,0,0,0,1,852,1349989200,"158.65.12.103"
775,883,0,0,15,1,21,0,0,0,0,0,0,1,883,"168.1766704416761",0,0,0,0,0,0,0,0,0,0,0,0,1,883,1349992800,"158.65.12.103"
776,858,0,0,15,1,21,1,0,0,0,0,0,1,858,"169.22494172494171",0,0,0,0,0,0,0,0,0,0,0,0,1,858,1349996400,"158.65.12.103"
777,846,0,0,15,1,21,0,0,0,0,0,0,1,846,"167.64066193853427",0,0,0,0,0,0,0,0,0,0,0,0,1,846,1350000000,"158.65.12.103"
778,850,0,0,15,1,24,1,0,0,0,0,0,1,850,"167.92352941176472",0,0,0,0,0,0,0,0,0,0,0,0,1,850,1350003600,"158.65.12.103"
779,843,0,0,15,1,21,0,0,0,0,0,0,1,843,"168.17200474495849",0,0,0,0,0,0,0,0,0,0,0,0,1,843,1350007200,"158.65.12.103"
780,863,0,0,15,1,24,0,0,0,0,0,0,1,863,"168.98261877172652",0,0,0,0,0,0,0,0,0,0,0,0,1,863,1350010800,"158.65.12.103"
781,850,0,0,15,1,24,1,0,0,0,0,0,1,850,"169.14470588235295",0,0,0,0,0,0,0,0,0,0,0,0,1,850,1350014400,"158.65.12.103"
782,844,0,0,15,1,21,0,0,0,0,0,0,1,844,"167.5675355450237",0,0,0,0,0,0,0,0,0,0,0,0,1,844,1350018000,"158.65.12.103"
783,838,0,0,14,1,25,1,0,0,0,0,0,1,838,"168.4236276849642",0,0,0,0,0,0,0,0,0,0,0,0,1,838,1350021600,"158.65.12.103"
784,886,0,0,15,1,26,0,0,0,0,0,0,1,886,"168.38374717832957",0,0,0,0,0,0,0,0,0,0,0,0,1,886,1350025200,"158.65.12.103"
785,864,0,0,15,1,24,19,0,0,0,0,0,1,864,"167.91087962962962",0,0,0,0,0,0,0,0,0,0,0,0,1,864,1350028800,"158.65.12.103"
786,834,0,0,14,1,20,0,0,0,0,0,0,1,834,"167.85851318944844",0,0,0,0,0,0,0,0,0,0,0,0,1,834,1350032400,"158.65.12.103"
787,841,0,0,15,1,23,0,0,0,0,0,0,1,841,"167.9322235434007",0,0,0,0,0,0,0,0,0,0,0,0,1,841,1350036000,"158.65.12.103"
788,848,0,0,15,1,20,0,0,0,0,0,0,1,848,"170.5566037735849",0,0,0,0,0,0,0,0,0,0,0,0,1,848,1350039600,"158.65.12.103"
789,825,0,0,14,1,19,1,0,0,0,0,0,1,825,"170.00242424242424",0,0,0,0,0,0,0,0,0,0,0,0,1,825,1350043200,"158.65.12.103"
790,831,0,0,14,1,19,0,0,0,0,0,0,1,831,"168.64981949458485",0,0,0,0,0,0,0,0,0,0,0,0,1,831,1350046800,"158.65.12.103"
791,873,0,0,15,1,22,1,0,0,0,0,0,1,873,"170.3802978235968",0,0,0,0,0,0,0,0,0,0,0,0,1,873,1350050400,"158.65.12.103"
792,815,0,0,14,1,22,1,0,0,0,0,0,1,815,"167.88711656441717",0,0,0,0,0,0,0,0,0,0,0,0,1,815,1350054000,"158.65.12.103"
793,799,0,0,14,1,19,1,0,0,0,0,0,1,799,"168.47058823529412",0,0,0,0,0,0,0,0,0,0,0,0,1,799,1350057600,"158.65.12.103"
794,811,0,0,14,1,22,1,0,0,0,0,0,1,811,"168.04685573366214",0,0,0,0,0,0,0,0,0,0,0,0,1,811,1350061200,"158.65.12.103"
795,805,0,0,14,1,22,0,0,0,0,0,0,1,805,"168.08819875776396",0,0,0,0,0,0,0,0,0,0,0,0,1,805,1350064800,"158.65.12.103"
796,820,0,0,14,1,25,0,0,0,0,0,0,1,820,"167.93536585365854",0,0,0,0,0,0,0,0,0,0,0,0,1,820,1350068400,"158.65.12.103"
797,804,0,0,14,1,25,1,0,0,0,0,0,1,804,"168.7860696517413",0,0,0,0,0,0,0,0,0,0,0,0,1,804,1350072000,"158.65.12.103"
798,813,0,0,14,1,22,1,0,0,0,0,0,1,813,"168.4120541205412",0,0,0,0,0,0,0,0,0,0,0,0,1,813,1350075600,"158.65.12.103"
799,848,0,0,15,1,22,0,0,0,0,0,0,1,848,"168.3195754716981",0,0,0,0,0,0,0,0,0,0,0,0,1,848,1350079200,"158.65.12.103"
800,825,0,0,14,1,25,1,0,0,0,0,0,1,825,"168.36242424242425",0,0,0,0,0,0,0,0,0,0,0,0,1,825,1350082800,"158.65.12.103"
801,817,0,0,14,1,25,0,0,0,0,0,0,1,817,"169.21052631578948",0,0,0,0,0,0,0,0,0,0,0,0,1,817,1350086400,"158.65.12.103"
802,810,0,0,14,1,16,1,0,0,0,0,0,1,810,"168.28024691358024",0,0,0,0,0,0,0,0,0,0,0,0,1,810,1350090000,"158.65.12.103"
803,807,0,0,14,1,16,0,0,0,0,0,0,1,807,"168.3283767038414",0,0,0,0,0,0,0,0,0,0,0,0,1,807,1350093600,"158.65.12.103"
804,843,0,0,15,1,15,2,0,0,0,0,0,1,843,"167.717674970344",0,0,0,0,0,0,0,0,0,0,0,0,1,843,1350097200,"158.65.12.103"
805,843,0,0,15,1,15,2,0,0,0,0,0,1,843,"168.0344009489917",0,0,0,0,0,0,0,0,0,0,0,0,1,843,1350100800,"158.65.12.103"
806,831,0,0,14,1,15,1,0,0,0,0,0,1,831,"168.5427196149218",0,0,0,0,0,0,0,0,0,0,0,0,1,831,1350104400,"158.65.12.103"
807,831,0,0,14,1,15,0,0,0,0,0,0,1,831,"167.5354993983153",0,0,0,0,0,0,0,0,0,0,0,0,1,831,1350108000,"158.65.12.103"
808,820,0,0,14,1,15,0,0,0,0,0,0,1,820,"167.43414634146342",0,0,0,0,0,0,0,0,0,0,0,0,1,820,1350111600,"158.65.12.103"
809,839,0,0,14,1,15,13,0,0,0,0,0,1,839,"168.6150178784267",0,0,0,0,0,0,0,0,0,0,0,0,1,839,1350115200,"158.65.12.103"
810,1224,0,0,21,1,12,440,0,0,0,0,0,1,1224,"170.7671568627451",0,0,0,0,0,0,0,0,0,0,0,0,1,1224,1350118800,"158.65.12.103"
811,352,0,0,0,0,0,0,0,0,0,0,0,0,0,"80.50852272727273",0,0,0,0,0,0,0,0,"0.9829545454545454",0,0,0,1,352,1349974800,"158.65.194.107"
812,172,0,0,0,0,0,0,0,0,0,0,0,0,0,"112.15697674418605",0,0,0,0,0,0,0,0,"0.9825581395348837",0,0,0,1,172,1349971200,"158.65.240.67"
813,588,0,0,0,0,0,0,0,0,0,0,0,0,0,"89.61734693877551",0,0,0,0,0,0,0,0,"0.9336734693877551",0,0,0,1,588,1350061200,"158.65.38.251"
814,429,0,0,0,0,0,0,0,0,0,0,0,0,0,"123.99533799533799",0,0,0,0,0,0,0,0,"0.9137529137529138",0,0,0,1,429,1350057600,"158.65.9.10"
815,308,0,0,0,0,0,0,0,0,0,0,0,0,0,"66.03246753246754",0,0,0,0,0,0,0,0,"0.9642857142857143",0,0,0,1,308,1350061200,"158.65.9.10"
816,183,0,0,0,0,0,0,0,0,0,0,0,0,0,"54.994535519125684",0,0,"0.5355191256830601",0,0,0,0,0,"0.4644808743169399",0,0,0,1,183,1286402400,"161.58.18.5"
817,1772,0,0,30,36,1430,0,1,0,0,0,1072,1,1772,"169.18510158013544",0,0,0,0,0,0,0,0,0,0,0,0,1,1772,1286402400,"163.157.254.141"
818,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"45.99285714285714",0,0,0,0,0,0,0,0,1,0,0,0,1,140,1350082800,"166.181.3.66"
819,174,0,0,0,0,0,0,0,0,0,0,0,0,0,"1286.0459770114942",0,0,0,0,0,0,0,0,"0.9597701149425287",0,0,0,1,174,1276347600,"168.143.161.20"
820,241,0,0,0,0,0,0,0,0,0,0,0,0,0,"1262.2282157676348",0,0,0,0,0,0,0,0,"0.970954356846473",0,0,0,2,241,1276329600,"168.143.162.52"
821,185,0,0,0,0,0,0,0,0,0,0,0,0,0,"1370.7027027027027",0,0,0,0,0,0,0,0,"0.9783783783783784",0,0,0,1,185,1276333200,"168.143.171.84"
822,122,0,0,0,0,0,0,0,0,0,0,0,0,0,"1336.2540983606557",0,0,0,0,0,0,0,0,"0.9836065573770492",0,0,0,1,122,1276318800,"168.144.247.76"
823,157,0,0,0,0,0,0,0,0,0,0,0,0,0,"1325.2229299363057",0,0,0,0,0,0,0,0,"0.9808917197452229",0,0,0,1,157,1276322400,"168.144.247.76"
824,379,0,0,0,0,0,0,0,0,0,0,0,0,0,"1293.4168865435356",0,0,0,0,0,0,0,0,"0.58311345646438",0,0,0,3,379,1276329600,"168.144.247.76"
825,139,0,0,0,0,0,0,0,0,0,0,0,0,0,"1275.8273381294964",0,0,0,0,0,0,0,0,"0.9856115107913669",0,0,0,2,139,1276333200,"168.144.247.76"
826,473,0,0,0,0,0,0,0,0,0,0,0,0,0,"1232.0676532769555",0,0,0,0,0,0,0,0,"0.919661733615222",0,0,0,1,473,1276318800,"168.144.71.202"
827,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,"1227.3629893238435",0,0,0,0,0,0,0,0,"0.9103202846975089",0,0,0,1,1405,1276322400,"168.144.71.202"
828,761,0,0,0,0,0,0,0,0,0,0,0,0,0,"1234.0210249671484",0,0,0,0,0,0,0,0,"0.8685939553219448",0,0,0,1,761,1276326000,"168.144.71.202"
829,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,"1202.1751152073732",0,0,0,0,0,0,0,0,"0.9084924292297564",0,0,0,3,1519,1276329600,"168.144.71.202"
830,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,"1190.264869151467",0,0,0,0,0,0,0,0,"0.9064234734337827",0,0,0,4,1261,1276333200,"168.144.71.202"
831,403,0,0,0,0,0,0,0,0,0,0,0,0,0,"1212.3970223325061",0,0,0,0,0,0,0,0,"0.9106699751861043",0,0,0,3,403,1276336800,"168.144.71.202"
832,656,0,0,0,0,0,0,0,0,0,0,0,0,0,"1253.3978658536585",0,0,0,0,0,0,0,0,"0.913109756097561",0,0,0,1,656,1276340400,"168.144.71.202"
833,262,0,0,0,0,0,0,0,0,0,0,0,0,0,"1194.1259541984732",0,0,0,0,0,0,0,0,"0.8893129770992366",0,0,0,1,262,1276344000,"168.144.71.202"
834,229,0,0,0,0,0,0,0,0,0,0,0,0,0,"1062.9082969432313",0,0,0,0,0,0,0,0,0,0,0,0,1,229,1313740800,"168.70.20.14"
835,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,"1238.1008249312558",0,0,0,"0.006416131989000917",0,0,0,0,"0.7901008249312558",0,0,0,1,1091,1276354800,"169.145.6.65"
836,142,0,0,0,0,0,0,0,0,0,0,0,0,0,"1336.2676056338028",0,0,0,0,0,0,0,0,"0.6267605633802817",0,0,0,1,142,1276340400,"170.110.64.78"
837,509,0,0,0,0,0,0,0,0,0,0,0,0,0,"1239.2475442043221",0,0,0,0,0,0,0,0,"0.9332023575638507",0,0,0,1,509,1276354800,"170.149.173.161"
838,194,0,0,0,0,0,0,0,0,0,0,0,0,0,"1236.8453608247423",0,0,0,0,0,0,0,0,"0.9484536082474226",0,0,0,1,194,1276358400,"170.149.173.161"
839,181,0,0,0,0,0,0,0,0,0,0,0,0,0,"1186.7403314917126",0,0,0,0,0,0,0,0,"0.9392265193370166",0,0,0,1,181,1276362000,"170.149.173.161"
840,117,0,0,0,0,0,0,0,0,0,0,0,0,0,"1233.2905982905984",0,0,0,0,0,0,0,0,"0.8803418803418803",0,0,0,1,117,1276315200,"170.167.8.1"
841,107757,6491,1,205,2,7471,457,0,3486,6491,"0.5293589952699397",0,"0.11379307144779457",12262,"96.3716788700502",0,"15.44584896427989","0.320201935837115",0,0,0,0,0,"0.1841272492738291",0,0,0,5884,107757,1286402400,"172.16.0.11"
842,91234,7194,1,304,286,13496,0,0,3994,7194,"0.39642916184493304",0,"0.1992787776486836",18181,"87.23787184602232",0,"14.492147462390477","0.345945590459697",0,0,0,0,0,"0.4535151369007168",0,0,0,2608,91234,1286402400,"172.16.0.12"
843,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,"52.88822447102116",0,0,"0.0078196872125115",0,0,0,0,0,0,0,0,0,983,2174,1205931600,"172.16.2.11"
844,24857,4095,1,90,3,2918,186,0,2171,4095,"0.7629960871995528",0,"0.21591503399444825",5367,"54.49824998994247",0,"16.079932923420905","0.0050287645331295",0,0,0,0,"0.0022126563945769804",0,0,0,0,2392,24857,1205935200,"172.16.2.11"
845,19636,0,0,0,0,0,0,0,0,0,0,0,0,0,"54.47565695661031",0,0,0,0,0,0,0,0,1,0,0,0,35,19636,1191931200,"172.16.2.111"
846,26411,0,0,0,0,0,0,0,0,0,0,0,0,0,"45.91931392222937",0,0,0,0,0,0,0,0,1,0,0,0,30,26411,1191934800,"172.16.2.111"
847,26230,0,0,0,0,0,0,0,0,0,0,0,0,0,"53.088753335874955",0,0,0,0,0,0,0,0,1,0,0,0,37,26230,1191848400,"172.16.2.12"
848,199080,2,2,1,6,0,0,0,1,2,"0.5",0,"0.000030138637733574443",6,"161.2375627888286",0,28,"0.00007032348804500703",0,0,0,0,0,"0.8416515973477999",0,0,0,5126,199080,1191852000,"172.16.2.12"
849,529,0,0,0,0,0,0,0,0,0,0,0,0,0,"46.42911153119093",0,0,0,0,0,0,0,0,"0.9810964083175804",0,0,0,10,529,1263690000,"172.16.2.12"
850,425,0,0,0,0,0,0,0,0,0,0,0,0,0,"48.24941176470588",0,0,0,0,0,0,0,0,"0.9835294117647059",0,0,0,1,425,1267189200,"172.16.2.12"
851,302,5,1,1,1,0,0,0,4,5,1,0,"0.016556291390728478",5,"69.47019867549669",0,"13.4",0,0,0,0,0,0,"0.9834437086092715",0,0,0,9,302,1191848400,"172.16.2.13"
852,14430,12,1,1,1,0,1,0,8,12,1,0,"0.0009702009702009702",14,"78.32751212751212",0,"15.75","0.0004158004158004158",0,"0.0003465003465003465",0,0,0,"0.8928620928620928",0,0,0,1138,14430,1191852000,"172.16.2.13"
853,50327,0,0,0,0,0,0,0,0,0,0,0,0,0,"167.08126850398395",0,0,"0.00003974009974765037","0.00019870049873825182",0,0,0,0,"0.4605480159755201",0,0,0,211,50327,1191852000,"172.16.2.14"
854,32592,0,0,0,0,0,0,0,0,0,0,0,0,0,"106.26988217967599",0,0,0,0,"0.000030682376043200785",0,0,0,"0.9928816887579774",0,0,0,736,32592,1191848400,"172.16.2.2"
855,206609,0,0,0,0,0,0,0,0,0,0,0,0,0,"48.312256484470666",0,0,"0.0000048400602103490164",0,0,0,0,0,"0.9286623525596659",0,0,0,1739,206609,1191852000,"172.16.2.2"
856,8321,0,0,0,0,0,0,0,0,0,0,0,0,0,"45.70868885951208",0,0,0,0,"0.011537074870808796",0,0,0,"0.9877418579497657",0,0,0,7,8321,1191855600,"172.16.2.2"
857,131295,0,0,0,0,0,0,0,0,0,0,0,0,0,"45.59239879660307",0,0,0,0,"0.011805476217677748",0,0,0,"0.9875852088807647",0,0,0,6,131295,1191859200,"172.16.2.2"
858,148032,0,0,0,0,0,0,0,0,0,0,0,0,0,"45.49644671422395",0,0,0,0,"0.010450443147427583",0,0,0,"0.9890226437527021",0,0,0,5,148032,1191862800,"172.16.2.2"
859,73461,0,0,0,0,0,0,0,0,0,0,0,0,0,"46.136575870189624",0,0,0,0,"0.020541511822599747",0,0,0,"0.978383087624726",0,0,0,6,73461,1191866400,"172.16.2.2"
860,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,"66.7215777262181",0,0,0,0,"0.494199535962877",0,0,0,"0.4796155120981107",0,0,0,2,3017,1191870000,"172.16.2.2"
861,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,"68.54892524863651",0,0,0,0,"0.49695219762592235",0,0,0,"0.47770291947385307",0,0,0,3,3117,1191873600,"172.16.2.2"
862,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.42875522676101",0,0,0,0,"0.5056288195561274",0,0,0,"0.4689610807333548",0,0,0,2,3109,1191877200,"172.16.2.2"
863,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,"70.31669367909238",0,0,0,0,"0.48492706645056727",0,0,0,"0.4891410048622366",0,0,0,4,3085,1191880800,"172.16.2.2"
