RowNo,"P1_rph","P2_unique_dns_req","P3_domain_rph","P4_avg_rpm","P5_high_req","P6_mx","P7_ptr","P8_dnsserver","P9_TDL","P10_SDL","P11_unique_ratio","P12_nx","P13_flow_ratio","P14_dnsrph","P15_len","P16_IRC_ratio","P17_domain_length","P18_SMB_ratio","P19_TLS_ratio","P20_SSH_ratio","P21_MQTT_ratio","P22_TFTP_ratio","P23_NBNS_ratio","P24_TCP_ratio","P25_DCERPC_ratio","P26_ICMP_ratio","P27_DHCP_ratio","P28_UNIQUEDST_count","P29_DST_count",ReqTime,"ip_src"
2037,124,0,0,0,0,0,0,0,0,0,0,0,0,0,"449.5725806451613",0,0,0,"0.4112903225806452",0,0,0,0,"0.5887096774193549",0,0,0,1,124,1499083200,"115.182.201.7"
2038,108,0,0,0,0,0,0,0,0,0,0,0,0,0,"649.3611111111111",0,0,0,"0.25925925925925924",0,0,0,0,"0.7407407407407407",0,0,0,1,108,1499108400,"115.182.201.7"
2039,102,0,0,0,0,0,0,0,0,0,0,0,0,0,"469.1372549019608",0,0,0,"0.4215686274509804",0,0,0,0,"0.5784313725490197",0,0,0,1,102,1499256000,"115.182.201.7"
2040,111,0,0,0,0,0,0,0,0,0,0,0,0,0,"625.7657657657658",0,0,0,"0.23423423423423423",0,0,0,0,"0.7657657657657657",0,0,0,1,111,1499083200,"115.182.201.8"
2041,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1499097600,"115.182.201.8"
2042,111,0,0,0,0,0,0,0,0,0,0,0,0,0,"664.6666666666666",0,0,0,"0.26126126126126126",0,0,0,0,"0.7387387387387387",0,0,0,1,111,1499256000,"115.182.201.8"
2043,173,0,0,0,0,0,0,0,0,0,0,0,0,0,"236.10404624277456",0,0,0,"0.35260115606936415",0,0,0,0,"0.6473988439306358",0,0,0,1,173,1499346000,"115.239.210.141"
2044,139,0,0,0,0,0,0,0,0,0,0,0,0,0,"753.8273381294964",0,0,0,"0.302158273381295",0,0,0,0,"0.697841726618705",0,0,0,1,139,1499428800,"115.239.210.141"
2045,177,0,0,0,0,0,0,0,0,0,0,0,0,0,"416.5367231638418",0,0,0,"0.3898305084745763",0,0,0,0,"0.6101694915254238",0,0,0,1,177,1499443200,"115.239.210.141"
2046,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"888.6271186440678",0,0,0,0,0,0,0,0,0,0,0,0,0,295,1499090400,"116.211.10.35"
2047,318,0,0,0,0,0,0,0,0,0,0,0,0,0,"1078.4213836477988",0,0,0,"0.20754716981132076",0,0,0,0,"0.7924528301886793",0,0,0,1,318,1499274000,"116.211.10.35"
2048,108,0,0,0,0,0,0,0,0,0,0,0,0,0,"434.25",0,0,0,"0.25925925925925924",0,0,0,0,"0.7407407407407407",0,0,0,1,108,1499346000,"116.253.191.237"
2049,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"769.9611111111111",0,0,0,"0.31666666666666665","0.005555555555555556",0,0,0,"0.6777777777777778",0,0,0,1,180,1499454000,"116.55.241.181"
2050,159,0,0,0,0,0,0,0,0,0,0,0,0,0,"500.32704402515725",0,0,0,"0.34591194968553457",0,0,0,0,"0.6540880503144654",0,0,0,1,159,1499454000,"116.55.241.182"
2051,606,0,0,0,0,0,0,0,0,0,0,0,0,0,"1358.052805280528",0,0,0,"0.006600660066006601",0,0,0,0,"0.933993399339934",0,0,0,1,606,1499428800,"116.55.241.185"
2052,216,0,0,0,0,0,0,0,0,0,0,0,0,0,"582.8055555555555",0,0,0,"0.4212962962962963",0,0,0,0,"0.5787037037037037",0,0,0,1,216,1499454000,"116.55.241.185"
2053,231,0,0,0,0,0,0,0,0,0,0,0,0,0,"782.6753246753246",0,0,0,0,0,0,0,0,0,0,0,0,0,231,1499090400,"116.62.77.187"
2054,264,0,0,0,0,0,0,0,0,0,0,0,0,0,"928.1363636363636",0,0,0,"0.6856060606060606",0,0,0,0,"0.3143939393939394",0,0,0,1,264,1499274000,"116.62.77.187"
2055,377,0,0,0,0,0,0,0,0,0,0,0,0,0,"1108.2519893899205",0,0,0,0,0,0,0,0,0,0,0,0,0,377,1499090400,"116.62.80.182"
2056,344,0,0,0,0,0,0,0,0,0,0,0,0,0,"1190.8372093023256",0,0,0,"0.6540697674418605",0,0,0,0,"0.34593023255813954",0,0,0,1,344,1499274000,"116.62.80.182"
2057,182,0,0,0,0,0,0,0,0,0,0,0,0,0,"481.96153846153845",0,0,0,"0.27472527472527475",0,0,0,0,"0.7252747252747253",0,0,0,1,182,1499194800,"117.136.139.2"
2058,164,0,0,0,0,0,0,0,0,0,0,0,0,0,"537.9329268292682",0,0,0,"0.27439024390243905","0.006097560975609756",0,0,0,"0.7195121951219512",0,0,0,1,164,1499270400,"117.136.139.2"
2059,173,0,0,0,0,0,0,0,0,0,0,0,0,0,"555.5260115606936",0,0,0,"0.23699421965317918","0.005780346820809248",0,0,0,"0.7572254335260116",0,0,0,1,173,1499342400,"117.136.139.2"
2060,171,0,0,0,0,0,0,0,0,0,0,0,0,0,"529.0877192982456",0,0,0,"0.24561403508771928",0,0,0,0,"0.7543859649122807",0,0,0,1,171,1499446800,"117.136.139.2"
2061,300,0,0,0,0,0,0,0,0,0,0,0,0,0,"1281.0566666666666",0,0,0,"0.24",0,0,0,0,"0.76",0,0,0,2,300,1499184000,"117.27.230.181"
2062,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"1295.3658536585365",0,0,0,"0.2634146341463415",0,0,0,0,"0.7365853658536585",0,0,0,1,205,1499259600,"117.27.230.181"
2063,279,0,0,0,0,0,0,0,0,0,0,0,0,0,"1223.4982078853047",0,0,0,"0.24731182795698925",0,0,0,0,"0.7526881720430108",0,0,0,1,279,1499436000,"117.27.230.181"
2064,261,0,0,0,0,0,0,0,0,0,0,0,0,0,"1260.2298850574712",0,0,0,"0.19540229885057472",0,0,0,0,"0.8045977011494253",0,0,0,1,261,1499446800,"117.27.230.181"
2065,247,0,0,0,0,0,0,0,0,0,0,0,0,0,"1277.2307692307693",0,0,0,"0.1214574898785425",0,0,0,0,0,0,0,0,1,247,1499173200,"117.27.230.182"
2066,231,0,0,0,0,0,0,0,0,0,0,0,0,0,"1431.6277056277056",0,0,0,"0.20346320346320346",0,0,0,0,"0.7965367965367965",0,0,0,1,231,1499176800,"117.27.230.182"
2067,221,0,0,0,0,0,0,0,0,0,0,0,0,0,"1468.4615384615386",0,0,0,"0.21266968325791855",0,0,0,0,"0.7873303167420814",0,0,0,1,221,1499184000,"117.27.230.182"
2068,189,0,0,0,0,0,0,0,0,0,0,0,0,0,"1495.2539682539682",0,0,0,"0.291005291005291",0,0,0,0,"0.708994708994709",0,0,0,1,189,1499256000,"117.27.230.182"
2069,126,0,0,0,0,0,0,0,0,0,0,0,0,0,"862.6111111111111",0,0,0,"0.3333333333333333",0,0,0,0,"0.6666666666666666",0,0,0,3,126,1499184000,"117.27.230.184"
2070,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,"1223.81162464986",0,0,0,"0.1253501400560224",0,0,0,0,0,0,0,0,1,1428,1499173200,"117.27.230.185"
2071,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,"1471.6294896030245",0,0,0,"0.39949590422180214","0.001260239445494644",0,0,0,"0.5992438563327032",0,0,0,3,1587,1499184000,"117.27.230.185"
2072,344,0,0,0,0,0,0,0,0,0,0,0,0,0,"1336.8837209302326",0,0,0,"0.4738372093023256","0.0029069767441860465",0,0,0,"0.5232558139534884",0,0,0,1,344,1499259600,"117.27.230.185"
2073,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,"1530.5278164116828",0,0,0,"0.35465924895688455",0,0,0,0,"0.6453407510431154",0,0,0,1,1438,1499436000,"117.27.230.185"
2074,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,"1468.88132780083",0,0,0,"0.26390041493775934",0,0,0,0,"0.7360995850622407",0,0,0,1,1205,1499446800,"117.27.230.185"
2075,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,"966.1683266932271",0,0,0,"0.20119521912350596",0,0,0,0,0,0,0,0,1,1004,1499173200,"117.27.230.186"
2076,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,"1263.7174620390456",0,0,0,"0.24295010845986983",0,0,0,0,"0.7570498915401301",0,0,0,1,1844,1499176800,"117.27.230.186"
2077,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,"1322.9092860976918",0,0,0,"0.37734836285560924",0,0,0,0,"0.6226516371443908",0,0,0,3,1863,1499184000,"117.27.230.186"
2078,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,"1590.603448275862",0,0,0,"0.4403183023872679",0,0,0,0,"0.5596816976127321",0,0,0,1,1508,1499256000,"117.27.230.186"
2079,424,0,0,0,0,0,0,0,0,0,0,0,0,0,"1689.4834905660377",0,0,0,"0.4858490566037736",0,0,0,0,"0.5141509433962265",0,0,0,1,424,1499259600,"117.27.230.186"
2080,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"586.8571428571429",0,0,0,"0.4714285714285714",0,0,0,0,"0.5285714285714286",0,0,0,1,140,1499436000,"117.27.230.186"
2081,121,0,0,0,0,0,0,0,0,0,0,0,0,0,"1304.702479338843",0,0,0,"0.1652892561983471",0,0,0,0,0,0,0,0,1,121,1499173200,"117.27.230.82"
2082,121,0,0,0,0,0,0,0,0,0,0,0,0,0,"1351.3801652892562",0,0,0,"0.36363636363636365",0,0,0,0,"0.6363636363636364",0,0,0,2,121,1499184000,"117.27.230.82"
2083,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,"1778.4776341948311",0,0,0,"0.305168986083499",0,0,0,0,"0.694831013916501",0,0,0,1,4024,1499083200,"117.27.232.35"
2084,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,"1852.4508940139933",0,0,0,"0.291785436641617",0,0,0,0,"0.708214563358383",0,0,0,1,3859,1499104800,"117.27.232.35"
2085,646,0,0,0,0,0,0,0,0,0,0,0,0,0,"1180.061919504644",0,0,0,"0.2647058823529412",0,0,0,0,"0.7352941176470589",0,0,0,1,646,1499169600,"117.27.232.35"
2086,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,"1747.85831381733",0,0,0,"0.31662763466042154",0,0,0,0,"0.6669950738916256",0,0,0,2,4270,1499173200,"117.27.232.35"
2087,614,0,0,0,0,0,0,0,0,0,0,0,0,0,"1233.3892508143322",0,0,0,"0.20358306188925082",0,0,0,0,"0.7964169381107492",0,0,0,1,614,1499187600,"117.27.232.35"
2088,608,0,0,0,0,0,0,0,0,0,0,0,0,0,"1275.7911184210527",0,0,0,"0.22039473684210525",0,0,0,0,"0.7796052631578947",0,0,0,1,608,1499270400,"117.27.232.35"
2089,423,0,0,0,0,0,0,0,0,0,0,0,0,0,"1252.2198581560283",0,0,0,0,0,0,0,0,1,0,0,0,2,423,1499274000,"117.27.232.35"
2090,641,0,0,0,0,0,0,0,0,0,0,0,0,0,"1206.588143525741",0,0,0,"0.24804992199687986",0,0,0,0,"0.7519500780031201",0,0,0,1,641,1499360400,"117.27.232.35"
2091,457,0,0,0,0,0,0,0,0,0,0,0,0,0,"1097.0021881838074",0,0,0,0,0,0,0,0,"0.9978118161925602",0,0,0,1,457,1499436000,"117.27.232.35"
2092,230,0,0,0,0,0,0,0,0,0,0,0,0,0,"473.32173913043476",0,0,0,0,0,0,0,0,"0.991304347826087",0,0,0,1,230,1499108400,"117.53.117.16"
2093,227,0,0,0,0,0,0,0,0,0,0,0,0,0,"469.7533039647577",0,0,0,0,0,0,0,0,"0.9779735682819384",0,0,0,1,227,1499277600,"117.53.117.16"
2094,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,1499097600,"118.123.114.134"
2095,820,0,0,0,0,0,0,0,0,0,0,0,0,0,"1168.8670731707316",0,0,0,"0.2121951219512195",0,0,0,0,"0.7878048780487805",0,0,0,1,820,1499252400,"118.123.114.134"
2096,183,0,0,0,0,0,0,0,0,0,0,0,0,0,"1628.9071038251366",0,0,0,0,0,0,0,0,0,0,0,0,1,183,1499169600,"118.163.124.247"
2097,182,0,0,0,0,0,0,0,0,0,0,0,0,0,"1647.401098901099",0,0,0,0,0,0,0,0,0,0,0,0,1,182,1499173200,"118.163.124.247"
2098,933,0,0,0,0,0,0,0,0,0,0,0,0,0,"1844.2861736334405",0,0,0,0,0,0,0,0,1,0,0,0,1,933,1499176800,"118.163.124.247"
2099,226,0,0,0,0,0,0,0,0,0,0,0,0,0,"1531.845132743363",0,0,0,0,0,0,0,0,"0.9026548672566371",0,0,0,1,226,1499184000,"118.163.124.247"
2100,117,0,0,0,0,0,0,0,0,0,0,0,0,0,"832.1196581196581",0,0,0,0,0,0,0,0,0,0,0,0,0,117,1499094000,"119.146.74.34"
2101,105,0,0,0,0,0,0,0,0,0,0,0,0,0,"758.6095238095238",0,0,0,"0.3142857142857143",0,0,0,0,"0.6857142857142857",0,0,0,1,105,1499428800,"119.146.74.34"
2102,249,0,0,0,0,0,0,0,0,0,0,0,0,0,"693.8393574297189",0,0,0,"0.37349397590361444",0,0,0,0,"0.6265060240963856",0,0,0,1,249,1499169600,"119.146.74.49"
2103,167,0,0,0,0,0,0,0,0,0,0,0,0,0,"909.6047904191616",0,0,0,"0.6407185628742516",0,0,0,0,"0.3592814371257485",0,0,0,1,167,1499187600,"119.146.74.49"
2104,289,0,0,0,0,0,0,0,0,0,0,0,0,0,"608.3391003460208",0,0,0,"0.35294117647058826",0,0,0,0,"0.6470588235294118",0,0,0,1,289,1499270400,"119.146.74.49"
2105,213,0,0,0,0,0,0,0,0,0,0,0,0,0,"740.4553990610328",0,0,0,"0.5586854460093896",0,0,0,0,"0.4413145539906103",0,0,0,1,213,1499346000,"119.146.74.49"
2106,237,0,0,0,0,0,0,0,0,0,0,0,0,0,"690.4978902953586",0,0,0,"0.3291139240506329",0,0,0,0,"0.6708860759493671",0,0,0,1,237,1499360400,"119.146.74.49"
2107,176,0,0,0,0,0,0,0,0,0,0,0,0,0,"923.3125",0,0,0,"0.5568181818181818",0,0,0,0,"0.4431818181818182",0,0,0,1,176,1499428800,"119.146.74.49"
2108,274,0,0,0,0,0,0,0,0,0,0,0,0,0,"631.8540145985402",0,0,0,"0.4051094890510949",0,0,"0.021897810218978103",0,"0.5948905109489051",0,0,"0.11678832116788321",1,274,1499443200,"119.146.74.49"
2109,145,0,0,0,0,0,0,0,0,0,0,0,0,0,"1335.3034482758621",0,0,0,"0.43448275862068964",0,0,0,0,"0.5655172413793104",0,0,0,1,145,1499353200,"119.167.151.131"
2110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,"1090.2956521739131",0,0,0,"0.41739130434782606",0,0,0,0,"0.5826086956521739",0,0,0,1,115,1499446800,"119.167.151.238"
2111,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"445.5133333333333",0,0,0,"0.35333333333333333",0,0,0,0,"0.6466666666666666",0,0,0,1,150,1499446800,"119.167.151.239"
2112,687,0,0,0,0,0,0,0,0,0,0,0,0,0,"1136.4832605531296",0,0,0,"0.3901018922852984","0.002911208151382824",0,0,0,"0.6069868995633187",0,0,0,1,687,1499353200,"119.167.151.240"
2113,494,0,0,0,0,0,0,0,0,0,0,0,0,0,"1328.3987854251013",0,0,0,0,0,0,0,0,0,0,0,0,0,494,1499090400,"119.167.164.11"
2114,914,0,0,0,0,0,0,0,0,0,0,0,0,0,"898.3785557986871",0,0,0,"0.14332603938730853",0,0,0,0,"0.8566739606126915",0,0,0,1,914,1499274000,"119.167.164.11"
2115,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,"1524.1120913336792",0,0,0,0,0,0,0,0,"0.9610793980280228",0,0,0,1,1927,1499450400,"119.167.164.11"
2116,691,0,0,0,0,0,0,0,0,0,0,0,0,0,"805.4573082489146",0,0,0,"0.059334298118668596",0,0,0,0,"0.9406657018813314",0,0,0,1,691,1499191200,"119.167.164.12"
2117,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,"1159.7879069767441",0,0,0,0,0,0,0,0,"0.9674418604651163",0,0,0,1,1075,1499274000,"119.167.164.12"
2118,671,0,0,0,0,0,0,0,0,0,0,0,0,0,"637.2116244411326",0,0,0,"0.007451564828614009",0,0,0,0,"0.7913561847988078",0,0,0,1,671,1499104800,"119.205.194.11"
2119,194,0,0,0,0,0,0,0,0,0,0,0,0,0,"1017.9845360824743",0,0,0,"0.02577319587628866",0,0,0,0,"0.865979381443299",0,0,0,1,194,1499342400,"119.205.194.11"
2120,427,0,0,0,0,0,0,0,0,0,0,0,0,0,"731.0702576112412",0,0,0,"0.0117096018735363",0,0,0,0,"0.8056206088992974",0,0,0,1,427,1499356800,"119.205.194.11"
2121,590,0,0,0,0,0,0,0,0,0,0,0,0,0,"628.1406779661017",0,0,0,"0.00847457627118644",0,0,0,0,"0.8135593220338984",0,0,0,1,590,1499364000,"119.205.194.11"
2122,722,0,0,0,0,0,0,0,0,0,0,0,0,0,"596.0692520775623",0,0,0,"0.006925207756232687",0,0,0,0,"0.8116343490304709",0,0,0,1,722,1499450400,"119.205.194.11"
2123,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,"617.7197062423501",0,0,0,"0.0030599755201958386",0,0,0,0,"0.762545899632803",0,0,0,2,1634,1499454000,"119.205.194.11"
2124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,"833.7096774193549",0,0,0,0,0,0,0,0,"0.7983870967741935",0,0,0,1,124,1499457600,"119.205.194.11"
2125,318,0,0,0,0,0,0,0,0,0,0,0,0,0,"312.21069182389937",0,0,0,0,0,0,0,0,"0.6289308176100629",0,0,0,1,318,1499104800,"119.205.194.14"
2126,200,0,0,0,0,0,0,0,0,0,0,0,0,0,"367.91",0,0,0,0,0,0,0,0,"0.655",0,0,0,1,200,1499356800,"119.205.194.14"
2127,269,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.1003717472119",0,0,0,0,0,0,0,0,"0.6579925650557621",0,0,0,1,269,1499364000,"119.205.194.14"
2128,325,0,0,0,0,0,0,0,0,0,0,0,0,0,"276.1753846153846",0,0,0,0,0,0,0,0,"0.6461538461538462",0,0,0,1,325,1499450400,"119.205.194.14"
2129,793,0,0,0,0,0,0,0,0,0,0,0,0,0,"384.07313997477934",0,0,0,0,0,0,0,0,"0.6305170239596469",0,0,0,2,793,1499454000,"119.205.194.14"
2130,114,0,0,0,0,0,0,0,0,0,0,0,0,0,"331.2368421052632",0,0,0,0,0,0,0,0,"0.7719298245614035",0,0,0,2,114,1499454000,"119.205.194.17"
2131,822,0,0,0,0,0,0,0,0,0,0,0,0,0,"1950.1642335766423",0,0,0,0,0,0,0,0,0,0,0,0,1,822,1499173200,"119.205.216.200"
2132,244,0,0,0,0,0,0,0,0,0,0,0,0,0,"646.827868852459",0,0,0,"0.20081967213114754",0,0,0,0,"0.7991803278688525",0,0,0,1,244,1499360400,"119.77.13.170"
2133,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,"1635.2940594059405",0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1499090400,"119.90.39.141"
2134,917,0,0,0,0,0,0,0,0,0,0,0,0,0,"1788.1395856052345",0,0,0,"0.3173391494002181",0,0,0,0,"0.6826608505997819",0,0,0,1,917,1499184000,"119.90.39.141"
2135,912,0,0,0,0,0,0,0,0,0,0,0,0,0,"1805.5219298245613",0,0,0,"0.3333333333333333",0,0,0,0,"0.6666666666666666",0,0,0,1,912,1499259600,"119.90.39.141"
2136,902,0,0,0,0,0,0,0,0,0,0,0,0,0,"1814.7760532150776",0,0,0,"0.28713968957871394",0,0,0,0,"0.7128603104212861",0,0,0,1,902,1499270400,"119.90.39.141"
2137,915,0,0,0,0,0,0,0,0,0,0,0,0,0,"1788.5071038251367",0,0,0,"0.2983606557377049",0,0,0,0,"0.7016393442622951",0,0,0,1,915,1499367600,"119.90.39.141"
2138,129,0,0,0,0,0,0,0,0,0,0,0,0,0,"481.6511627906977",0,0,0,0,0,0,0,0,"0.9069767441860465",0,0,0,1,129,1499108400,"120.50.131.112"
2139,133,0,0,0,0,0,0,0,0,0,0,0,0,0,"461.2406015037594",0,0,0,0,0,0,0,0,"0.9172932330827067",0,0,0,1,133,1499277600,"120.50.131.112"
2140,182,0,0,0,0,0,0,0,0,0,0,0,0,0,"847.967032967033",0,0,0,"0.04945054945054945",0,0,0,0,"0.8186813186813187",0,0,0,1,182,1499108400,"120.50.132.112"
2141,192,0,0,0,0,0,0,0,0,0,0,0,0,0,"847.0364583333334",0,0,0,"0.046875",0,0,0,0,"0.8802083333333334",0,0,0,1,192,1499277600,"120.50.132.112"
2142,551,0,0,0,0,0,0,0,0,0,0,0,0,0,"1210.0889292196007",0,0,0,0,0,0,0,0,"0.9128856624319419",0,0,0,1,551,1499108400,"120.50.136.181"
2143,527,0,0,0,0,0,0,0,0,0,0,0,0,0,"1276.2333965844402",0,0,0,0,0,0,0,0,"0.9146110056925996",0,0,0,1,527,1499277600,"120.50.136.181"
2144,106,0,0,0,0,0,0,0,0,0,0,0,0,0,"1405.2075471698113",0,0,0,0,0,0,0,0,1,0,0,0,1,106,1499252400,"121.12.98.62"
2145,116,0,0,0,0,0,0,0,0,0,0,0,0,0,"1452.0258620689656",0,0,0,0,0,0,0,0,"0.8793103448275862",0,0,0,2,116,1499342400,"121.12.98.62"
2146,106,0,0,0,0,0,0,0,0,0,0,0,0,0,"1391.566037735849",0,0,0,0,0,0,0,0,"0.9905660377358491",0,0,0,2,106,1499342400,"121.12.98.63"
2147,154,0,0,0,0,0,0,0,0,0,0,0,0,0,"844.487012987013",0,0,0,"0.16233766233766234",0,0,0,0,"0.8246753246753247",0,0,0,2,154,1499342400,"121.12.98.64"
2148,779,0,0,0,0,0,0,0,0,0,0,0,0,0,"1210.741976893453",0,0,0,"0.11553273427471117",0,0,0,0,"0.8844672657252889",0,0,0,1,779,1499432400,"121.14.255.100"
2149,705,0,0,0,0,0,0,0,0,0,0,0,0,0,"1321.645390070922",0,0,0,"0.2524822695035461",0,0,0,0,"0.7475177304964539",0,0,0,1,705,1499450400,"121.14.255.98"
2150,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,"1708.2550028587764",0,0,0,"0.20240137221269297",0,0,0,0,"0.7975986277873071",0,0,0,1,1749,1499184000,"121.244.213.71"
2151,338,0,0,0,0,0,0,0,0,0,0,0,0,0,"1413.7573964497042",0,0,0,"0.08284023668639054",0,0,0,0,"0.9171597633136095",0,0,0,1,338,1499450400,"121.29.54.141"
2152,320,0,0,0,0,0,0,0,0,0,0,0,0,0,"1816.934375",0,0,0,0,0,0,0,0,"0.99375",0,0,0,1,320,1499450400,"121.29.54.152"
2153,640,0,0,0,0,0,0,0,0,0,0,0,0,0,"1488.7140625",0,0,0,"0.2546875",0,0,0,0,0,0,0,0,1,640,1499169600,"121.29.54.173"
2154,615,0,0,0,0,0,0,0,0,0,0,0,0,0,"1187.6146341463414",0,0,0,"0.11219512195121951",0,0,0,0,"0.8845528455284553",0,0,0,1,615,1499342400,"121.31.30.143"
2155,972,0,0,0,0,0,0,0,0,0,0,0,0,0,"1898.772633744856",0,0,0,"0.00823045267489712",0,0,0,0,"0.9362139917695473",0,0,0,1,972,1499086800,"122.198.65.141"
2156,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,"1810.3905789990185",0,0,0,"0.004906771344455349",0,0,0,0,"0.9538763493621197",0,0,0,1,1019,1499104800,"122.198.65.141"
2157,991,0,0,0,0,0,0,0,0,0,0,0,0,0,"1886.792129162462",0,0,0,"0.0030272452068617556","0.0010090817356205853",0,0,0,"0.9273461150353178",0,0,0,1,991,1499259600,"122.198.65.141"
2158,944,0,0,0,0,0,0,0,0,0,0,0,0,0,"1949.4936440677966",0,0,0,"0.005296610169491525",0,0,0,0,"0.9438559322033898",0,0,0,1,944,1499360400,"122.198.65.141"
2159,103,0,0,0,0,0,0,0,0,0,0,0,0,0,"267.1650485436893",0,0,0,0,0,0,0,0,"0.941747572815534",0,0,0,1,103,1499086800,"122.225.107.31"
2160,122,0,0,0,0,0,0,0,0,0,0,0,0,0,"953.3852459016393",0,0,0,0,0,0,0,0,0,0,0,0,0,122,1499094000,"122.225.107.31"
2161,106,0,0,0,0,0,0,0,0,0,0,0,0,0,"271.33962264150944",0,0,0,0,0,0,0,0,"0.9622641509433962",0,0,0,1,106,1499191200,"122.225.107.31"
2162,105,0,0,0,0,0,0,0,0,0,0,0,0,0,"259.6380952380952",0,0,0,0,0,0,0,0,"0.9619047619047619",0,0,0,1,105,1499342400,"122.225.107.31"
2163,104,0,0,0,0,0,0,0,0,0,0,0,0,0,"265.21153846153845",0,0,0,0,0,0,0,0,"0.9326923076923077",0,0,"0.019230769230769232",1,104,1499443200,"122.225.107.31"
2164,294,0,0,0,0,0,0,0,0,0,0,0,0,0,"1390.908163265306",0,0,0,"0.23469387755102042",0,0,0,0,"0.7653061224489796",0,0,0,1,294,1499266800,"122.225.115.196"
2165,116,0,0,0,0,0,0,0,0,0,0,0,0,0,"1921.4827586206898",0,0,0,"0.25",0,0,0,0,"0.75",0,0,0,1,116,1499446800,"122.225.115.196"
2166,237,0,0,0,0,0,0,0,0,0,0,0,0,0,"1531.9071729957807",0,0,0,"0.379746835443038",0,0,0,0,"0.620253164556962",0,0,0,1,237,1499454000,"122.225.115.196"
2167,123,0,0,0,0,0,0,0,0,0,0,0,0,0,"1774.0975609756097",0,0,0,"0.3333333333333333",0,0,0,0,"0.6666666666666666",0,0,0,1,123,1499266800,"122.225.115.197"
2168,310,0,0,0,0,0,0,0,0,0,0,0,0,0,"1442.4161290322581",0,0,0,"0.15161290322580645",0,0,0,0,"0.8483870967741935",0,0,0,1,310,1499454000,"122.225.115.197"
2169,199,0,0,0,0,0,0,0,0,0,0,0,0,0,"1490.2814070351758",0,0,0,"0.24120603015075376",0,0,0,0,"0.7587939698492462",0,0,0,1,199,1499266800,"122.225.115.200"
2170,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"1858.25",0,0,0,"0.36428571428571427",0,0,0,0,"0.6357142857142857",0,0,0,1,140,1499446800,"122.225.115.200"
2171,212,0,0,0,0,0,0,0,0,0,0,0,0,0,"1481.1509433962265",0,0,0,"0.33962264150943394",0,0,0,0,"0.660377358490566",0,0,0,1,212,1499454000,"122.225.115.200"
2172,235,0,0,0,0,0,0,0,0,0,0,0,0,0,"1389.8340425531915",0,0,0,"0.3404255319148936",0,0,0,0,"0.6595744680851063",0,0,0,1,235,1499266800,"122.225.115.206"
2173,304,0,0,0,0,0,0,0,0,0,0,0,0,0,"1301.6644736842106",0,0,0,"0.29605263157894735",0,0,0,0,"0.7039473684210527",0,0,0,1,304,1499446800,"122.225.115.206"
2174,181,0,0,0,0,0,0,0,0,0,0,0,0,0,"1425.513812154696",0,0,0,"0.1712707182320442",0,0,0,0,"0.8287292817679558",0,0,0,1,181,1499446800,"122.225.115.212"
2175,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"1160.9538461538461",0,0,0,"0.23076923076923078",0,0,0,0,"0.7692307692307693",0,0,0,1,260,1499454000,"122.225.115.212"
2176,437,0,0,0,0,0,0,0,0,0,0,0,0,0,"1221.340961098398",0,0,0,"0.19221967963386727",0,0,0,0,"0.8077803203661327",0,0,0,1,437,1499353200,"122.225.28.157"
2177,593,0,0,0,0,0,0,0,0,0,0,0,0,0,"1148.0421585160202",0,0,0,"0.21416526138279932","0.008431703204047217",0,0,0,"0.7774030354131535",0,0,0,1,593,1499446800,"122.225.28.157"
2178,494,0,0,0,0,0,0,0,0,0,0,0,0,0,"1447.5222672064776",0,0,0,"0.4109311740890688",0,0,0,0,"0.5890688259109311",0,0,0,1,494,1499454000,"122.225.34.236"
